IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
10.100.0.10,,8443,tcp,0.0,Log,"","SSL/TLS: Collect and Report Certificate Details","The following certificate details of the remote service were collected.

Certificate details:
subject ...: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
subject alternative names (SAN):
UniFi
issued by .: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
serial ....: 5DF6A15E
valid from : 2019-12-15 21:10:54 UTC
valid until: 2022-03-19 21:10:54 UTC
fingerprint (SHA-1): ACFC2012BAAD4B002967DB17BB87932FA69BC22F
fingerprint (SHA-256): F87864E9AC921E62AB2B8A3B95A0C83D74DA8F6B2BC0CBFC15D2B225475EEB4D
","The following certificate details of the remote service were collected.

Certificate details:
subject ...: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
subject alternative names (SAN):
UniFi
issued by .: CN=UniFi,OU=UniFi,O=ubnt.com,L=San Jose,ST=CA,C=US
serial ....: 5DF6A15E
valid from : 2019-12-15 21:10:54 UTC
valid until: 2022-03-19 21:10:54 UTC
fingerprint (SHA-1): ACFC2012BAAD4B002967DB17BB87932FA69BC22F
fingerprint (SHA-256): F87864E9AC921E62AB2B8A3B95A0C83D74DA8F6B2BC0CBFC15D2B225475EEB4D
",1.3.6.1.4.1.25623.1.0.103692,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,6458129f-179b-4c4a-9ac1-ad3ab725c036,"","","","","
Details:
SSL/TLS: Collect and Report Certificate Details
(OID: 1.3.6.1.4.1.25623.1.0.103692)
","","","",""
10.100.0.10,,,,0.0,Log,"","SSL/TLS: Hostname discovery from server certificate","The following additional but not resolvable hostnames were detected:

UniFi


","The following additional but not resolvable hostnames were detected:

UniFi


",1.3.6.1.4.1.25623.1.0.111010,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,61caef9a-b4c5-49a8-9358-03cae6f4105f,"","","","","
Details:
SSL/TLS: Hostname discovery from server certificate
(OID: 1.3.6.1.4.1.25623.1.0.111010)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"Workaround","SSL/TLS: HTTP Public Key Pinning (HPKP) Missing","The remote web server is not enforcing HPKP.

HTTP-Banner:

HTTP/1.1 302 
Location: /manage
Content-Length: ***replaced***
Date: ***replaced***
Connection: close


","The remote web server is not enforcing HPKP.

HTTP-Banner:

HTTP/1.1 302 
Location: /manage
Content-Length: ***replaced***
Date: ***replaced***
Connection: close


",1.3.6.1.4.1.25623.1.0.108247,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,bbef960c-b6fb-4573-988b-2a5361582425,"","Enable HPKP or add / configure the required directives correctly following the
  guides linked in the references.","","","
Details:
SSL/TLS: HTTP Public Key Pinning (HPKP) Missing
(OID: 1.3.6.1.4.1.25623.1.0.108247)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"Workaround","SSL/TLS: HTTP Strict Transport Security (HSTS) Missing","The remote web server is not enforcing HSTS.

HTTP-Banner:

HTTP/1.1 302 
Location: /manage
Content-Length: ***replaced***
Date: ***replaced***
Connection: close


","The remote web server is not enforcing HSTS.

HTTP-Banner:

HTTP/1.1 302 
Location: /manage
Content-Length: ***replaced***
Date: ***replaced***
Connection: close


",1.3.6.1.4.1.25623.1.0.105879,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,4a0e7d12-f6a7-4834-b4c9-7540f790d66a,"","Enable HSTS or add / configure the required directives correctly following the
  guides linked in the references.","","","
Details:
SSL/TLS: HTTP Strict Transport Security (HSTS) Missing
(OID: 1.3.6.1.4.1.25623.1.0.105879)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"","SSL/TLS: Report Medium Cipher Suites","'Medium' cipher suites accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

'Medium' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256


","'Medium' cipher suites accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

'Medium' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256


",1.3.6.1.4.1.25623.1.0.902816,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,ec2dfe63-3f0f-4399-8433-1fc774c9e255,"","","","","
Details:
SSL/TLS: Report Medium Cipher Suites
(OID: 1.3.6.1.4.1.25623.1.0.902816)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"","SSL/TLS: Report Non Weak Cipher Suites","'Non Weak' cipher suites accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

'Non Weak' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256


","'Non Weak' cipher suites accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

'Non Weak' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256


",1.3.6.1.4.1.25623.1.0.103441,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,7d599fea-5439-4732-a6f1-b34d6d8b8bbc,"","","","","
Details:
SSL/TLS: Report Non Weak Cipher Suites
(OID: 1.3.6.1.4.1.25623.1.0.103441)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"","SSL/TLS: Report Perfect Forward Secrecy (PFS) Cipher Suites","Cipher suites supporting Perfect Forward Secrecy (PFS) are accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

Cipher suites supporting Perfect Forward Secrecy (PFS) are accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256


","Cipher suites supporting Perfect Forward Secrecy (PFS) are accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

Cipher suites supporting Perfect Forward Secrecy (PFS) are accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256


",1.3.6.1.4.1.25623.1.0.105018,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,9bbd4eb1-cc6f-487c-b1d4-bc27731dba70,"","","","","
Details:
SSL/TLS: Report Perfect Forward Secrecy (PFS) Cipher Suites
(OID: 1.3.6.1.4.1.25623.1.0.105018)
","","","",""
10.100.0.10,,8443,tcp,0.0,Log,"","SSL/TLS: Report Supported Cipher Suites","No 'Strong' cipher suites accepted by this service via the TLSv1.1 protocol.

'Medium' cipher suites accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

No 'Weak' cipher suites accepted by this service via the TLSv1.1 protocol.

No 'Null' cipher suites accepted by this service via the TLSv1.1 protocol.

No 'Anonymous' cipher suites accepted by this service via the TLSv1.1 protocol.

No 'Strong' cipher suites accepted by this service via the TLSv1.2 protocol.

'Medium' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256

No 'Weak' cipher suites accepted by this service via the TLSv1.2 protocol.

No 'Null' cipher suites accepted by this service via the TLSv1.2 protocol.

No 'Anonymous' cipher suites accepted by this service via the TLSv1.2 protocol.


","No 'Strong' cipher suites accepted by this service via the TLSv1.1 protocol.

'Medium' cipher suites accepted by this service via the TLSv1.1 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA

No 'Weak' cipher suites accepted by this service via the TLSv1.1 protocol.

No 'Null' cipher suites accepted by this service via the TLSv1.1 protocol.

No 'Anonymous' cipher suites accepted by this service via the TLSv1.1 protocol.

No 'Strong' cipher suites accepted by this service via the TLSv1.2 protocol.

'Medium' cipher suites accepted by this service via the TLSv1.2 protocol:

TLS_DHE_RSA_WITH_AES_128_CBC_SHA
TLS_DHE_RSA_WITH_AES_128_CBC_SHA256
TLS_DHE_RSA_WITH_AES_128_GCM_SHA256
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA
TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256

No 'Weak' cipher suites accepted by this service via the TLSv1.2 protocol.

No 'Null' cipher suites accepted by this service via the TLSv1.2 protocol.

No 'Anonymous' cipher suites accepted by this service via the TLSv1.2 protocol.


",1.3.6.1.4.1.25623.1.0.802067,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,27ecd481-0ca0-460d-a52d-96daa65197c4,"","","","","
Details:
SSL/TLS: Report Supported Cipher Suites
(OID: 1.3.6.1.4.1.25623.1.0.802067)
","","","",""
10.100.0.10,,,,2.6,Low,"Mitigation","TCP timestamps","It was detected that the host implements RFC1323.

The following timestamps were retrieved with a delay of 1 seconds in-between:
Packet 1: 2198745274
Packet 2: 2198746408
","It was detected that the host implements RFC1323.

The following timestamps were retrieved with a delay of 1 seconds in-between:
Packet 1: 2198745274
Packet 2: 2198746408
",1.3.6.1.4.1.25623.1.0.80091,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,482a4696-b3a6-4809-8cf7-cd23431bbd60,"","To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to
  /etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime.

  To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled'

  Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled.

  The default behavior of the TCP/IP stack on this Systems is to not use the
  Timestamp options when initiating TCP connections, but use them if the TCP peer
  that is initiating communication includes them in their synchronize (SYN) segment.

  See the references for more information.","","","
Details:
TCP timestamps
(OID: 1.3.6.1.4.1.25623.1.0.80091)
","","","",""
10.100.0.10,,,,0.0,Log,"","Traceroute","Here is the route from 172.18.0.4 to 10.100.0.10:

172.18.0.4
192.168.1.1
10.0.0.1
10.100.0.10

","Here is the route from 172.18.0.4 to 10.100.0.10:

172.18.0.4
192.168.1.1
10.0.0.1
10.100.0.10

",1.3.6.1.4.1.25623.1.0.51662,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,99967808-6e28-40e3-a93e-23fee6130cdf,"","Block unwanted packets from escaping your network.","","","
Details:
Traceroute
(OID: 1.3.6.1.4.1.25623.1.0.51662)
","","","",""
10.100.0.10,,6666,tcp,0.0,Log,"","Unknown OS and Service Banner Reporting","Nmap service detection (unknown) result for this port: irc

This is a guess. A confident identification of the service was not possible.

Hint: If you're running a recent nmap version try to run nmap with the following command: 'nmap -sV -Pn -p 6666 10.100.0.10' and submit a possible collected fingerprint to the nmap database.
","Nmap service detection (unknown) result for this port: irc

This is a guess. A confident identification of the service was not possible.

Hint: If you're running a recent nmap version try to run nmap with the following command: 'nmap -sV -Pn -p 6666 10.100.0.10' and submit a possible collected fingerprint to the nmap database.
",1.3.6.1.4.1.25623.1.0.108441,"",0e26a328-88dc-4988-83f9-bb919819ea2e,"target_10-100-0-10",2020-01-28T15:57:34Z,f95db824-af4c-42c9-a774-bbf877853e91,"","","","","
Details:
Unknown OS and Service Banner Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108441)
","","","",""
